context,original_value,normalized_value,english_value,translation_strategy,matched_terms
locality,VEREDA EL CANEY SECTOR EL CARRIZAL,vereda el caney sector el carrizal,Rural Hamlet the Caney Sector the Carrizal,token_dictionary_match,"vereda, el, el"
locality,VEREDA EL CARACOL VIA HACIA LA LAGUNA DE ORTICES,vereda el caracol via hacia la laguna de ortices,Rural Hamlet the Caracol Road Hacia the Laguna of Ortices,token_dictionary_match,"vereda, el, via, la, de"
locality,VEREDA EL CAUCHO,vereda el caucho,Rural Hamlet the Caucho,token_dictionary_match,"vereda, el"
locality,VEREDA EL CENTRO,vereda el centro,Rural Hamlet the Centro,token_dictionary_match,"vereda, el"
locality,VEREDA EL CERRO,vereda el cerro,Rural Hamlet the Cerro,token_dictionary_match,"vereda, el"
locality,VEREDA EL CORRO,vereda el corro,Rural Hamlet the Corro,token_dictionary_match,"vereda, el"
locality,VEREDA EL DIAMANTE,vereda el diamante,Rural Hamlet the Diamante,token_dictionary_match,"vereda, el"
locality,VEREDA EL ESPINAL,vereda el espinal,Rural Hamlet the Espinal,token_dictionary_match,"vereda, el"
locality,VEREDA EL FILO,vereda el filo,Rural Hamlet the Filo,token_dictionary_match,"vereda, el"
locality,VEREDA EL GRAMAL Y BARRIO LA VICTORIA,vereda el gramal y barrio la victoria,Rural Hamlet the Gramal and Neighborhood the Victoria,token_dictionary_match,"vereda, el, y, barrio, la"
locality,VEREDA EL GUACAL,vereda el guacal,Rural Hamlet the Guacal,token_dictionary_match,"vereda, el"
locality,VEREDA EL GUACIMO,vereda el guacimo,Rural Hamlet the Guacimo,token_dictionary_match,"vereda, el"
locality,VEREDA EL GUADUAL,vereda el guadual,Rural Hamlet the Guadual,token_dictionary_match,"vereda, el"
locality,VEREDA EL GUALILO ENTRAL,vereda el gualilo entral,Rural Hamlet the Gualilo Entral,token_dictionary_match,"vereda, el"
locality,VEREDA EL GUAMITO,vereda el guamito,Rural Hamlet the Guamito,token_dictionary_match,"vereda, el"
locality,VEREDA EL GUAMO,vereda el guamo,Rural Hamlet the Guamo,token_dictionary_match,"vereda, el"
locality,VEREDA EL GUAMO BAJO SIMACOTA,vereda el guamo bajo simacota,Rural Hamlet the Guamo Bajo Simacota,token_dictionary_match,"vereda, el"
locality,VEREDA EL HOVO,vereda el hovo,Rural Hamlet the Hovo,token_dictionary_match,"vereda, el"
locality,VEREDA EL LAVADERO,vereda el lavadero,Rural Hamlet the Lavadero,token_dictionary_match,"vereda, el"
locality,VEREDA EL LLANITO,vereda el llanito,Rural Hamlet the Llanito,token_dictionary_match,"vereda, el"
locality,VEREDA EL LUCHADERO,vereda el luchadero,Rural Hamlet the Luchadero,token_dictionary_match,"vereda, el"
locality,VEREDA EL MANGLE,vereda el mangle,Rural Hamlet the Mangle,token_dictionary_match,"vereda, el"
locality,VEREDA EL MARCITO,vereda el marcito,Rural Hamlet the Marcito,token_dictionary_match,"vereda, el"
locality,VEREDA EL MORAL,vereda el moral,Rural Hamlet the Moral,token_dictionary_match,"vereda, el"
locality,VEREDA EL MORRO,vereda el morro,Rural Hamlet the Morro,token_dictionary_match,"vereda, el"
locality,VEREDA EL MOTOZO,vereda el motozo,Rural Hamlet the Motozo,token_dictionary_match,"vereda, el"
locality,VEREDA EL NARANJO,vereda el naranjo,Rural Hamlet the Naranjo,token_dictionary_match,"vereda, el"
locality,VEREDA EL NAUNO,vereda el nauno,Rural Hamlet the Nauno,token_dictionary_match,"vereda, el"
locality,VEREDA EL NOVILLERO LIMITES CON SAN BENITO,vereda el novillero limites con san benito,Rural Hamlet the Novillero Limites Con San Benito,token_dictionary_match,"vereda, el"
locality,VEREDA EL OROCO FINCA LA PEÑITA,vereda el oroco finca la penita,Rural Hamlet the Oroco Finca the Penita,token_dictionary_match,"vereda, el, la"
locality,VEREDA EL PALCHAL,vereda el palchal,Rural Hamlet the Palchal,token_dictionary_match,"vereda, el"
locality,VEREDA EL PALMAR,vereda el palmar,Rural Hamlet the Palmar,token_dictionary_match,"vereda, el"
locality,VEREDA EL PANTANO,vereda el pantano,Rural Hamlet the Pantano,token_dictionary_match,"vereda, el"
locality,VEREDA EL PERICO,vereda el perico,Rural Hamlet the Perico,token_dictionary_match,"vereda, el"
locality,VEREDA EL PESCADO,vereda el pescado,Rural Hamlet the Pescado,token_dictionary_match,"vereda, el"
locality,VEREDA EL PICACHO Y EL ZAQUE,vereda el picacho y el zaque,Rural Hamlet the Picacho and the Zaque,token_dictionary_match,"vereda, el, y, el"
locality,VEREDA EL RAMAL,vereda el ramal,Rural Hamlet the Ramal,token_dictionary_match,"vereda, el"
locality,VEREDA EL RECREO,vereda el recreo,Rural Hamlet the Recreo,token_dictionary_match,"vereda, el"
locality,VEREDA EL RETIRO,vereda el retiro,Rural Hamlet the Retiro,token_dictionary_match,"vereda, el"
locality,VEREDA EL SALADO,vereda el salado,Rural Hamlet the Salado,token_dictionary_match,"vereda, el"
locality,VEREDA EL SALTO,vereda el salto,Rural Hamlet the Salto,token_dictionary_match,"vereda, el"
locality,VEREDA EL SAMAN,vereda el saman,Rural Hamlet the Saman,token_dictionary_match,"vereda, el"
locality,VEREDA EL TABLON,vereda el tablon,Rural Hamlet the Tablon,token_dictionary_match,"vereda, el"
locality,VEREDA EL TANQUE,vereda el tanque,Rural Hamlet the Tanque,token_dictionary_match,"vereda, el"
locality,VEREDA EL TIGRE,vereda el tigre,Rural Hamlet the Tigre,token_dictionary_match,"vereda, el"
locality,VEREDA EL VOLADOR,vereda el volador,Rural Hamlet the Volador,token_dictionary_match,"vereda, el"
locality,VEREDA EN TANQUE,vereda en tanque,Rural Hamlet En Tanque,token_dictionary_match,vereda
locality,VEREDA ESPUMA BAJA,vereda espuma baja,Rural Hamlet Espuma Baja,token_dictionary_match,vereda
locality,VEREDA GALAPAGOS,vereda galapagos,Rural Hamlet Galapagos,token_dictionary_match,vereda
locality,VEREDA GAVILANES,vereda gavilanes,Rural Hamlet Gavilanes,token_dictionary_match,vereda
locality,VEREDA GUARUMALES,vereda guarumales,Rural Hamlet Guarumales,token_dictionary_match,vereda
locality,VEREDA GUATIGUARA,vereda guatiguara,Rural Hamlet Guatiguara,token_dictionary_match,vereda
locality,VEREDA GUATIGUARA SECTOR PICO DEL GUILA,vereda guatiguara sector pico del guila,Rural Hamlet Guatiguara Sector Pico of the Guila,token_dictionary_match,"vereda, del"
locality,VEREDA GUAURE,vereda guaure,Rural Hamlet Guaure,token_dictionary_match,vereda
locality,VEREDA GUAUSA,vereda guausa,Rural Hamlet Guausa,token_dictionary_match,vereda
locality,VEREDA HATOS SECTOR SANTA BARBARA,vereda hatos sector santa barbara,Rural Hamlet Hatos Sector Santa Barbara,token_dictionary_match,vereda
locality,VEREDA HELECHALES,vereda helechales,Rural Hamlet Helechales,token_dictionary_match,vereda
locality,"VEREDA HELECHALES, SECTOR LA JUDIA",vereda helechales sector la judia,Rural Hamlet Helechales Sector the Judia,token_dictionary_match,"vereda, la"
locality,VEREDA HILARGUTA,vereda hilarguta,Rural Hamlet Hilarguta,token_dictionary_match,vereda
locality,VEREDA HONDURAS,vereda honduras,Rural Hamlet Honduras,token_dictionary_match,vereda
locality,VEREDA HONDURAS FINCA EL POMARROSO,vereda honduras finca el pomarroso,Rural Hamlet Honduras Finca the Pomarroso,token_dictionary_match,"vereda, el"
locality,VEREDA HOYA GRANDE,vereda hoya grande,Rural Hamlet Hoya Grande,token_dictionary_match,vereda
locality,VEREDA HOYA NEGRA,vereda hoya negra,Rural Hamlet Hoya Negra,token_dictionary_match,vereda
locality,VEREDA INNOMINADA,vereda innominada,Rural Hamlet Innominada,token_dictionary_match,vereda
locality,VEREDA JUNIN,vereda junin,Rural Hamlet Junin,token_dictionary_match,vereda
locality,VEREDA JURADO SECTOR CORRAL FALSO,vereda jurado sector corral falso,Rural Hamlet Jurado Sector Corral Falso,token_dictionary_match,vereda
locality,VEREDA KILOMETRO 20,vereda kilometro 20,Rural Hamlet Kilometro 20,token_dictionary_match,vereda
locality,VEREDA KILOMETRO 8,vereda kilometro 8,Rural Hamlet Kilometro 8,token_dictionary_match,vereda
locality,VEREDA KM 36,vereda km 36,Rural Hamlet Km 36,token_dictionary_match,vereda
locality,VEREDA LA AMISTAD,vereda la amistad,Rural Hamlet the Amistad,token_dictionary_match,"vereda, la"
locality,VEREDA LA AURORA,vereda la aurora,Rural Hamlet the Aurora,token_dictionary_match,"vereda, la"
locality,VEREDA LA BATALLA,vereda la batalla,Rural Hamlet the Batalla,token_dictionary_match,"vereda, la"
locality,VEREDA LA CALICHALA,vereda la calichala,Rural Hamlet the Calichala,token_dictionary_match,"vereda, la"
locality,VEREDA LA CALICHANA,vereda la calichana,Rural Hamlet the Calichana,token_dictionary_match,"vereda, la"
locality,VEREDA LA CASICA,vereda la casica,Rural Hamlet the Casica,token_dictionary_match,"vereda, la"
locality,VEREDA LA COLINA,vereda la colina,Rural Hamlet the Colina,token_dictionary_match,"vereda, la"
locality,VEREDA LA CUCHILLA,vereda la cuchilla,Rural Hamlet the Cuchilla,token_dictionary_match,"vereda, la"
locality,VEREDA LA DOCTRINA,vereda la doctrina,Rural Hamlet the Doctrina,token_dictionary_match,"vereda, la"
locality,VEREDA LA FLECHA,vereda la flecha,Rural Hamlet the Flecha,token_dictionary_match,"vereda, la"
locality,VEREDA LA FUENTE,vereda la fuente,Rural Hamlet the Fuente,token_dictionary_match,"vereda, la"
locality,VEREDA LA GOMEZ,vereda la gomez,Rural Hamlet the Gomez,token_dictionary_match,"vereda, la"
locality,VEREDA LA GOMEZ FINCA DE TULIO TAMAYO,vereda la gomez finca de tulio tamayo,Rural Hamlet the Gomez Finca of Tulio Tamayo,token_dictionary_match,"vereda, la, de"
locality,VEREDA LA HORMIGA,vereda la hormiga,Rural Hamlet the Hormiga,token_dictionary_match,"vereda, la"
locality,VEREDA LA LAJITA,vereda la lajita,Rural Hamlet the Lajita,token_dictionary_match,"vereda, la"
locality,VEREDA LA LOMA,vereda la loma,Rural Hamlet the Loma,token_dictionary_match,"vereda, la"
locality,"VEREDA LA LOMA, QUEBRADA LA MICAINA",vereda la loma quebrada la micaina,Rural Hamlet the Loma Quebrada the Micaina,token_dictionary_match,"vereda, la, la"
locality,VEREDA LA MESA,vereda la mesa,Rural Hamlet the Mesa,token_dictionary_match,"vereda, la"
locality,VEREDA LA MIEL,vereda la miel,Rural Hamlet the Miel,token_dictionary_match,"vereda, la"
locality,VEREDA LA MOJARRA,vereda la mojarra,Rural Hamlet the Mojarra,token_dictionary_match,"vereda, la"
locality,VEREDA LA MONEDA,vereda la moneda,Rural Hamlet the Moneda,token_dictionary_match,"vereda, la"
locality,VEREDA LA PAMPA,vereda la pampa,Rural Hamlet the Pampa,token_dictionary_match,"vereda, la"
locality,VEREDA LA PARROQUIA,vereda la parroquia,Rural Hamlet the Parroquia,token_dictionary_match,"vereda, la"
locality,VEREDA LA PEÑUELA,vereda la penuela,Rural Hamlet the Penuela,token_dictionary_match,"vereda, la"
locality,VEREDA LA PIEDRA,vereda la piedra,Rural Hamlet the Piedra,token_dictionary_match,"vereda, la"
locality,VEREDA LA PUTANASECTOR LA PLAVA,vereda la putanasector la plava,Rural Hamlet the Putanasector the Plava,token_dictionary_match,"vereda, la, la"
locality,VEREDA LA RETIRADA,vereda la retirada,Rural Hamlet the Retirada,token_dictionary_match,"vereda, la"
locality,VEREDA LA SALINA,vereda la salina,Rural Hamlet the Salina,token_dictionary_match,"vereda, la"
locality,VEREDA LA SARDINA ALTA,vereda la sardina alta,Rural Hamlet the Sardina Alta,token_dictionary_match,"vereda, la"
locality,VEREDA LA SELVA,vereda la selva,Rural Hamlet the Selva,token_dictionary_match,"vereda, la"
locality,VEREDA LA TERRAZA,vereda la terraza,Rural Hamlet the Terraza,token_dictionary_match,"vereda, la"
locality,VEREDA LA TIGRA,vereda la tigra,Rural Hamlet the Tigra,token_dictionary_match,"vereda, la"
locality,VEREDA LA UNION,vereda la union,Rural Hamlet the Union,token_dictionary_match,"vereda, la"
locality,VEREDA LA VALVULA,vereda la valvula,Rural Hamlet the Valvula,token_dictionary_match,"vereda, la"
locality,VEREDA LA VICTORIA,vereda la victoria,Rural Hamlet the Victoria,token_dictionary_match,"vereda, la"
locality,VEREDA LA ZAPATICA,vereda la zapatica,Rural Hamlet the Zapatica,token_dictionary_match,"vereda, la"
locality,VEREDA LAGUNITAS,vereda lagunitas,Rural Hamlet Lagunitas,token_dictionary_match,vereda
locality,VEREDA LAS AMARILLAS,vereda las amarillas,Rural Hamlet Las Amarillas,token_dictionary_match,vereda
locality,VEREDA LAS FLORES,vereda las flores,Rural Hamlet Las Flores,token_dictionary_match,vereda
locality,VEREDA LAS JOTAS,vereda las jotas,Rural Hamlet Las Jotas,token_dictionary_match,vereda
locality,VEREDA LAS LAJAS,vereda las lajas,Rural Hamlet Las Lajas,token_dictionary_match,vereda
locality,VEREDA LAS MONTOYAS Y LA MILITOSA,vereda las montoyas y la militosa,Rural Hamlet Las Montoyas and the Militosa,token_dictionary_match,"vereda, y, la"
locality,VEREDA LAS PAMPAS,vereda las pampas,Rural Hamlet Las Pampas,token_dictionary_match,vereda
locality,VEREDA LAS PRIMAVERAS,vereda las primaveras,Rural Hamlet Las Primaveras,token_dictionary_match,vereda
locality,VEREDA LAS SARDINAS,vereda las sardinas,Rural Hamlet Las Sardinas,token_dictionary_match,vereda
locality,VEREDA LEONES Y SAN ANTONIO,vereda leones y san antonio,Rural Hamlet Leones and San Antonio,token_dictionary_match,"vereda, y"
locality,VEREDA LIMITES,vereda limites,Rural Hamlet Limites,token_dictionary_match,vereda
locality,VEREDA LIMONCITO,vereda limoncito,Rural Hamlet Limoncito,token_dictionary_match,vereda
locality,VEREDA LLANADAS Y PRADERA,vereda llanadas y pradera,Rural Hamlet Llanadas and Pradera,token_dictionary_match,"vereda, y"
locality,VEREDA LLANO DE HIGUERAS,vereda llano de higueras,Rural Hamlet Llano of Higueras,token_dictionary_match,"vereda, de"
locality,VEREDA LLANO DE PALMAS,vereda llano de palmas,Rural Hamlet Llano of Palmas,token_dictionary_match,"vereda, de"
locality,VEREDA LLANO DE POPAS CORREGIMIENTO LLANO DE PALMAS,vereda llano de popas corregimiento llano de palmas,Rural Hamlet Llano of Popas Township Llano of Palmas,token_dictionary_match,"vereda, de, corregimiento, de"
locality,VEREDA LLANO GRANDE QUEBRADA LAS CUEVAS,vereda llano grande quebrada las cuevas,Rural Hamlet Llano Grande Quebrada Las Cuevas,token_dictionary_match,vereda
locality,VEREDA LOMA DEL BARCO,vereda loma del barco,Rural Hamlet Loma of the Barco,token_dictionary_match,"vereda, del"
locality,VEREDA LOMA DEL NEGRO,vereda loma del negro,Rural Hamlet Loma of the Negro,token_dictionary_match,"vereda, del"
locality,VEREDA LOS ARRAYANES,vereda los arrayanes,Rural Hamlet Los Arrayanes,token_dictionary_match,vereda
locality,VEREDA LOS CARPINTEROS,vereda los carpinteros,Rural Hamlet Los Carpinteros,token_dictionary_match,vereda
locality,VEREDA LOS CAUCHOS,vereda los cauchos,Rural Hamlet Los Cauchos,token_dictionary_match,vereda
locality,VEREDA LOS GUAYABALES,vereda los guayabales,Rural Hamlet Los Guayabales,token_dictionary_match,vereda
locality,VEREDA LOS GUAYABOS,vereda los guayabos,Rural Hamlet Los Guayabos,token_dictionary_match,vereda
locality,VEREDA LOS MORROS,vereda los morros,Rural Hamlet Los Morros,token_dictionary_match,vereda
locality,VEREDA LOS POZOS,vereda los pozos,Rural Hamlet Los Pozos,token_dictionary_match,vereda
locality,VEREDA LOS ROBLES FINCA LA ESPERANZA,vereda los robles finca la esperanza,Rural Hamlet Los Robles Finca the Esperanza,token_dictionary_match,"vereda, la"
locality,VEREDA LUBIGARA,vereda lubigara,Rural Hamlet Lubigara,token_dictionary_match,vereda
locality,VEREDA MACANILLO,vereda macanillo,Rural Hamlet Macanillo,token_dictionary_match,vereda
locality,VEREDA MANARIA,vereda manaria,Rural Hamlet Manaria,token_dictionary_match,vereda
locality,VEREDA MANITAS Y CARRIZAL,vereda manitas y carrizal,Rural Hamlet Manitas and Carrizal,token_dictionary_match,"vereda, y"
locality,VEREDA MARGUELINA,vereda marguelina,Rural Hamlet Marguelina,token_dictionary_match,vereda
locality,VEREDA MESITAS DE SAN JAVIER,vereda mesitas de san javier,Rural Hamlet Mesitas of San Javier,token_dictionary_match,"vereda, de"
locality,VEREDA MOGOTOCORO,vereda mogotocoro,Rural Hamlet Mogotocoro,token_dictionary_match,vereda
locality,VEREDA MONCORA,vereda moncora,Rural Hamlet Moncora,token_dictionary_match,vereda
locality,VEREDA MONJAS,vereda monjas,Rural Hamlet Monjas,token_dictionary_match,vereda
locality,VEREDA MONTE OSCURO,vereda monte oscuro,Rural Hamlet Monte Oscuro,token_dictionary_match,vereda
locality,VEREDA MONTECHIQUITO,vereda montechiquito,Rural Hamlet Montechiquito,token_dictionary_match,vereda
locality,VEREDA MONTERREDONDA,vereda monterredonda,Rural Hamlet Monterredonda,token_dictionary_match,vereda
locality,VEREDA MUSANDA,vereda musanda,Rural Hamlet Musanda,token_dictionary_match,vereda
locality,VEREDA MUZANDA SECTOR PUERTO PRINCIPE,vereda muzanda sector puerto principe,Rural Hamlet Muzanda Sector Puerto Principe,token_dictionary_match,vereda
locality,VEREDA NUEVA GRANADA,vereda nueva granada,Rural Hamlet Nueva Granada,token_dictionary_match,vereda
locality,VEREDA OTRO MUNDO,vereda otro mundo,Rural Hamlet Otro Mundo,token_dictionary_match,vereda
locality,VEREDA PALACÉ,vereda palace,Rural Hamlet Palace,token_dictionary_match,vereda
locality,VEREDA PALACÉ PARTE ALTA,vereda palace parte alta,Rural Hamlet Palace Parte Alta,token_dictionary_match,vereda
locality,VEREDA PALMA ALTA,vereda palma alta,Rural Hamlet Palma Alta,token_dictionary_match,vereda
locality,VEREDA PALO BLANCO,vereda palo blanco,Rural Hamlet Palo Blanco,token_dictionary_match,vereda
locality,VEREDA PALOMITAS,vereda palomitas,Rural Hamlet Palomitas,token_dictionary_match,vereda
locality,"VEREDA PAPAYA, LA TIGRA Y SAN RAFAEL",vereda papaya la tigra y san rafael,Rural Hamlet Papaya the Tigra and San Rafael,token_dictionary_match,"vereda, la, y"
locality,VEREDA PARAGUAY FINCA TIERRA BUENA,vereda paraguay finca tierra buena,Rural Hamlet Paraguay Finca Tierra Buena,token_dictionary_match,vereda
locality,VEREDA PARAMITO,vereda paramito,Rural Hamlet Paramito,token_dictionary_match,vereda
locality,VEREDA PAYOA,vereda payoa,Rural Hamlet Payoa,token_dictionary_match,vereda
locality,VEREDA PAYOA VIA NACIONAL RUTA DEL SOL,vereda payoa via nacional ruta del sol,Rural Hamlet Payoa Road Nacional Ruta of the Sol,token_dictionary_match,"vereda, via, del"
locality,VEREDA PENJAMO,vereda penjamo,Rural Hamlet Penjamo,token_dictionary_match,vereda
locality,VEREDA PENJAMO SECTOR EL RODEO,vereda penjamo sector el rodeo,Rural Hamlet Penjamo Sector the Rodeo,token_dictionary_match,"vereda, el"
locality,VEREDA PERALONSO,vereda peralonso,Rural Hamlet Peralonso,token_dictionary_match,vereda
locality,VEREDA PERDIDA MEDIA,vereda perdida media,Rural Hamlet Perdida Media,token_dictionary_match,vereda
locality,VEREDA PESCADERITO ALTO,vereda pescaderito alto,Rural Hamlet Pescaderito Alto,token_dictionary_match,vereda
locality,VEREDA PEÑA MORADA,vereda pena morada,Rural Hamlet Pena Morada,token_dictionary_match,vereda
locality,VEREDA PIEDRA ABAJO,vereda piedra abajo,Rural Hamlet Piedra Abajo,token_dictionary_match,vereda
locality,VEREDA PIEDRA BLANCA,vereda piedra blanca,Rural Hamlet Piedra Blanca,token_dictionary_match,vereda
locality,VEREDA PITIGUAO,vereda pitiguao,Rural Hamlet Pitiguao,token_dictionary_match,vereda
locality,VEREDA PLANADAS Y SEVILLA,vereda planadas y sevilla,Rural Hamlet Planadas and Sevilla,token_dictionary_match,"vereda, y"
locality,VEREDA PLATANAL,vereda platanal,Rural Hamlet Platanal,token_dictionary_match,vereda
locality,VEREDA PLATANALA,vereda platanala,Rural Hamlet Platanala,token_dictionary_match,vereda
locality,VEREDA PLATERA BAJA,vereda platera baja,Rural Hamlet Platera Baja,token_dictionary_match,vereda
locality,VEREDA POZO NEGRO SECTOR ALTO,vereda pozo negro sector alto,Rural Hamlet Pozo Negro Sector Alto,token_dictionary_match,vereda
locality,VEREDA POZO NUTRIA,vereda pozo nutria,Rural Hamlet Pozo Nutria,token_dictionary_match,vereda
locality,VEREDA PRADERA SECTOR TRES ESQUINAS,vereda pradera sector tres esquinas,Rural Hamlet Pradera Sector Tres Esquinas,token_dictionary_match,vereda
locality,VEREDA PROVINCIA Y BARRANCO COLORADO,vereda provincia y barranco colorado,Rural Hamlet Provincia and Barranco Colorado,token_dictionary_match,"vereda, y"
locality,VEREDA PUENTES,vereda puentes,Rural Hamlet Puentes,token_dictionary_match,vereda
locality,VEREDA PUERTO OLAYA,vereda puerto olaya,Rural Hamlet Puerto Olaya,token_dictionary_match,vereda
locality,VEREDA PURNIA,vereda purnia,Rural Hamlet Purnia,token_dictionary_match,vereda
locality,VEREDA QUEBRADAS,vereda quebradas,Rural Hamlet Quebradas,token_dictionary_match,vereda
locality,VEREDA QUINALES,vereda quinales,Rural Hamlet Quinales,token_dictionary_match,vereda
locality,VEREDA RICAURTE,vereda ricaurte,Rural Hamlet Ricaurte,token_dictionary_match,vereda
locality,VEREDA ROSA BLANCA,vereda rosa blanca,Rural Hamlet Rosa Blanca,token_dictionary_match,vereda
locality,VEREDA RUITOQUE BAJO,vereda ruitoque bajo,Rural Hamlet Ruitoque Bajo,token_dictionary_match,vereda
locality,VEREDA SALADO BRAVO,vereda salado bravo,Rural Hamlet Salado Bravo,token_dictionary_match,vereda
locality,VEREDA SAMACAL,vereda samacal,Rural Hamlet Samacal,token_dictionary_match,vereda
locality,VEREDA SAN AGUSTIN,vereda san agustin,Rural Hamlet San Agustin,token_dictionary_match,vereda
locality,VEREDA SAN ANTONIO,vereda san antonio,Rural Hamlet San Antonio,token_dictionary_match,vereda
locality,VEREDA SAN ANTONIO SECTOR EL MOLINO,vereda san antonio sector el molino,Rural Hamlet San Antonio Sector the Molino,token_dictionary_match,"vereda, el"
locality,VEREDA SAN BERNARDO,vereda san bernardo,Rural Hamlet San Bernardo,token_dictionary_match,vereda
locality,VEREDA SAN IGNACIO,vereda san ignacio,Rural Hamlet San Ignacio,token_dictionary_match,vereda
locality,VEREDA SAN ISIDRO ALTO,vereda san isidro alto,Rural Hamlet San Isidro Alto,token_dictionary_match,vereda
locality,VEREDA SAN ISIDRO LIMITES CON EL MUNICIPIO DE LA PAZA,vereda san isidro limites con el municipio de la paza,Rural Hamlet San Isidro Limites Con the Municipio of the Paza,token_dictionary_match,"vereda, el, de, la"
locality,VEREDA SAN JACINTO,vereda san jacinto,Rural Hamlet San Jacinto,token_dictionary_match,vereda
locality,VEREDA SAN JAVIER,vereda san javier,Rural Hamlet San Javier,token_dictionary_match,vereda
locality,VEREDA SAN JOSE,vereda san jose,Rural Hamlet San Jose,token_dictionary_match,vereda
locality,VEREDA SAN JOSE DEL LLANO,vereda san jose del llano,Rural Hamlet San Jose of the Llano,token_dictionary_match,"vereda, del"
locality,VEREDA SAN JOSE DEL TIGRE,vereda san jose del tigre,Rural Hamlet San Jose of the Tigre,token_dictionary_match,"vereda, del"
locality,VEREDA SAN JUAN,vereda san juan,Rural Hamlet San Juan,token_dictionary_match,vereda
locality,VEREDA SAN MIGUEL,vereda san miguel,Rural Hamlet San Miguel,token_dictionary_match,vereda
locality,VEREDA SAN PABLO,vereda san pablo,Rural Hamlet San Pablo,token_dictionary_match,vereda
locality,VEREDA SAN PEDRO,vereda san pedro,Rural Hamlet San Pedro,token_dictionary_match,vereda
locality,VEREDA SAN PEDRO ALTO,vereda san pedro alto,Rural Hamlet San Pedro Alto,token_dictionary_match,vereda
locality,VEREDA SAN PEDRO LA TIGRA,vereda san pedro la tigra,Rural Hamlet San Pedro the Tigra,token_dictionary_match,"vereda, la"
locality,VEREDA SAN PEDRO SECTOR EL PICACHO,vereda san pedro sector el picacho,Rural Hamlet San Pedro Sector the Picacho,token_dictionary_match,"vereda, el"
locality,VEREDA SAN RAFAEL,vereda san rafael,Rural Hamlet San Rafael,token_dictionary_match,vereda
locality,VEREDA SAN ROQUE,vereda san roque,Rural Hamlet San Roque,token_dictionary_match,vereda
locality,VEREDA SAN VICENTE,vereda san vicente,Rural Hamlet San Vicente,token_dictionary_match,vereda
locality,VEREDA SANTA BARBARA,vereda santa barbara,Rural Hamlet Santa Barbara,token_dictionary_match,vereda
locality,VEREDA SANTA ISABEL,vereda santa isabel,Rural Hamlet Santa Isabel,token_dictionary_match,vereda
locality,VEREDA SANTA ROSA,vereda santa rosa,Rural Hamlet Santa Rosa,token_dictionary_match,vereda
locality,VEREDA SANTA ROSA ALTO,vereda santa rosa alto,Rural Hamlet Santa Rosa Alto,token_dictionary_match,vereda
locality,VEREDA SANTA ROSA BAJO,vereda santa rosa bajo,Rural Hamlet Santa Rosa Bajo,token_dictionary_match,vereda
locality,VEREDA SANTA ROSALÍA,vereda santa rosalia,Rural Hamlet Santa Rosalia,token_dictionary_match,vereda
locality,VEREDA SANTO DOMINGO,vereda santo domingo,Rural Hamlet Santo Domingo,token_dictionary_match,vereda
locality,VEREDA SANTO DOMINGO DEL RAMO,vereda santo domingo del ramo,Rural Hamlet Santo Domingo of the Ramo,token_dictionary_match,"vereda, del"
locality,VEREDA SANTUARIO,vereda santuario,Rural Hamlet Santuario,token_dictionary_match,vereda
locality,VEREDA SAUCARA,vereda saucara,Rural Hamlet Saucara,token_dictionary_match,vereda
locality,VEREDA SEVILLA,vereda sevilla,Rural Hamlet Sevilla,token_dictionary_match,vereda
locality,VEREDA SIBERIA - PARAMO DEL ALMORZADERO,vereda siberia - paramo del almorzadero,Rural Hamlet Siberia - Paramo of the Almorzadero,token_dictionary_match,"vereda, del"
locality,VEREDA SUSA Y VIA NACIONAL,vereda susa y via nacional,Rural Hamlet Susa and Road Nacional,token_dictionary_match,"vereda, y, via"
locality,VEREDA TABACAL,vereda tabacal,Rural Hamlet Tabacal,token_dictionary_match,vereda
locality,VEREDA TABETA,vereda tabeta,Rural Hamlet Tabeta,token_dictionary_match,vereda
locality,VEREDA TAMBO REDONDO,vereda tambo redondo,Rural Hamlet Tambo Redondo,token_dictionary_match,vereda
locality,VEREDA TENERIFE Y CAMPO 23,vereda tenerife y campo 23,Rural Hamlet Tenerife and Campo 23,token_dictionary_match,"vereda, y"
locality,VEREDA TIERRA AZUL,vereda tierra azul,Rural Hamlet Tierra Azul,token_dictionary_match,vereda
locality,VEREDA TIGANA,vereda tigana,Rural Hamlet Tigana,token_dictionary_match,vereda
locality,VEREDA TINAGA,vereda tinaga,Rural Hamlet Tinaga,token_dictionary_match,vereda
locality,VEREDA TOMBITA,vereda tombita,Rural Hamlet Tombita,token_dictionary_match,vereda
locality,VEREDA TRES PORTONES,vereda tres portones,Rural Hamlet Tres Portones,token_dictionary_match,vereda
locality,VEREDA TRIGUEROS,vereda trigueros,Rural Hamlet Trigueros,token_dictionary_match,vereda
locality,VEREDA TURE,vereda ture,Rural Hamlet Ture,token_dictionary_match,vereda
locality,VEREDA UCATA CERCA AL CERRO DEL PICACHO,vereda ucata cerca al cerro del picacho,Rural Hamlet Ucata Cerca Al Cerro of the Picacho,token_dictionary_match,"vereda, del"
locality,VEREDA UTAPA,vereda utapa,Rural Hamlet Utapa,token_dictionary_match,vereda
locality,VEREDA VAHONDO,vereda vahondo,Rural Hamlet Vahondo,token_dictionary_match,vereda
locality,VEREDA VALPARAISO,vereda valparaiso,Rural Hamlet Valparaiso,token_dictionary_match,vereda
